balance,campaign,pdays,previous,housing,job_blue-collar,job_retired,job_student,contact_cellular,contact_unknown,poutcome_success,poutcome_unknown,y
0.363679918786108,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.006797058790782,-0.5,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.39959199627687875,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4148209728807437,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4030033167416106,1.5,335.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
-2.06472364947872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.456472188433768,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0
-2.1788181737147676,0.5,302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
-0.48422404429216376,0.5,257.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
-1.0787837684767698,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8549829197650574,0.0,264.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0
0.42273480997255425,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0
1.713165531096469,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.11445514423058809,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6292075186690511,-0.5,269.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0
-0.3892264809609581,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.04467870640202431,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.3334190891462699,2.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1664421147833854,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.05849884623521382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.9298877568054646,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
